longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Final_Prediction
-117.17,32.81,26.0,2424.0,388.0,974.0,375.0,4.739,NEAR OCEAN,229613.12
-117.09,32.76,31.0,1235.0,387.0,816.0,397.0,1.5517,NEAR OCEAN,132731.03
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,NEAR BAY,331144.03
-121.34,38.58,18.0,1631.0,228.0,599.0,228.0,7.8031,INLAND,320537.62
-118.28,34.03,26.0,2107.0,809.0,2821.0,572.0,0.844,<1H OCEAN,169359.61
-121.88,37.41,23.0,3224.0,652.0,2183.0,655.0,4.3807,<1H OCEAN,207448.4
-117.11,33.15,14.0,8374.0,1407.0,2916.0,1295.0,4.7019,<1H OCEAN,208906.14
-118.32,33.98,44.0,1448.0,314.0,861.0,310.0,2.2396,<1H OCEAN,136161.81
-122.05,37.31,25.0,4601.0,696.0,2003.0,666.0,8.0727,<1H OCEAN,478216.88
-122.3,38.28,31.0,1633.0,316.0,944.0,300.0,3.3977,NEAR BAY,134469.19
-121.43,38.62,36.0,1765.0,438.0,1008.0,382.0,2.0639,INLAND,82897.66
-123.23,39.77,25.0,2075.0,435.0,991.0,377.0,1.2281,INLAND,64210.812
-116.95,33.79,20.0,2399.0,546.0,1726.0,542.0,1.8845,INLAND,88569.89
-121.01,37.7,12.0,9148.0,1906.0,4656.0,1853.0,3.2447,INLAND,142958.02
-121.2,38.36,14.0,2634.0,463.0,1402.0,432.0,3.8897,INLAND,139381.34
-118.15,33.92,40.0,1335.0,281.0,804.0,282.0,4.3194,<1H OCEAN,202139.84
-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,2.8438,NEAR BAY,258820.56
-121.24,37.96,37.0,1175.0,260.0,951.0,267.0,2.875,INLAND,71745.93
-118.02,33.77,33.0,2683.0,436.0,1520.0,456.0,5.0091,<1H OCEAN,216986.45
-121.3,38.14,17.0,3507.0,696.0,1867.0,709.0,3.2123,INLAND,114749.164
-118.27,33.99,30.0,504.0,140.0,529.0,123.0,1.9531,<1H OCEAN,103062.305
-119.95,37.47,32.0,1312.0,315.0,600.0,265.0,1.5,INLAND,96780.38
-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,INLAND,115757.41
-121.84,37.4,25.0,1866.0,271.0,840.0,275.0,6.8677,<1H OCEAN,317443.34
-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076,<1H OCEAN,179448.7
-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,<1H OCEAN,250645.2
-119.01,35.44,20.0,3458.0,651.0,1465.0,621.0,2.5806,INLAND,91435.945
-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,INLAND,78095.66
-122.25,40.15,15.0,1677.0,346.0,858.0,327.0,2.4375,INLAND,89246.79
-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,<1H OCEAN,233690.73
-118.3,33.89,37.0,2132.0,565.0,1369.0,565.0,3.285,<1H OCEAN,185241.75
-117.66,33.46,26.0,2073.0,370.0,952.0,340.0,5.0877,<1H OCEAN,289519.66
-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,<1H OCEAN,367405.34
-122.68,38.44,36.0,1311.0,259.0,648.0,268.0,3.4545,<1H OCEAN,181900.52
-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,INLAND,87620.266
-121.26,37.93,33.0,2109.0,531.0,2248.0,588.0,1.4583,INLAND,62115.11
-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,<1H OCEAN,148461.95
-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,INLAND,132634.83
-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,INLAND,82149.9
-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,INLAND,83320.445
-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,<1H OCEAN,135779.02
-122.01,38.25,16.0,1081.0,181.0,792.0,184.0,4.6779,INLAND,152257.11
-118.18,33.83,39.0,3622.0,745.0,1330.0,648.0,3.3125,NEAR OCEAN,267392.62
-119.78,34.45,23.0,2077.0,306.0,705.0,256.0,6.4744,NEAR OCEAN,400058.44
-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,<1H OCEAN,195219.72
-122.47,37.78,52.0,2042.0,378.0,1153.0,408.0,4.1856,NEAR BAY,354545.97
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,NEAR BAY,88210.6
-117.68,33.51,19.0,2930.0,428.0,1481.0,430.0,6.323,<1H OCEAN,295049.62
-117.61,33.42,31.0,3959.0,856.0,1919.0,775.0,4.0313,NEAR OCEAN,301922.06
-121.9,37.67,15.0,2130.0,273.0,876.0,285.0,7.2639,<1H OCEAN,348679.3
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,NEAR OCEAN,331929.94
-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,NEAR BAY,270140.1
-118.12,34.0,31.0,3281.0,768.0,2385.0,733.0,2.7308,<1H OCEAN,189460.16
-121.43,38.58,35.0,5298.0,954.0,1933.0,918.0,3.9167,INLAND,185640.48
-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,<1H OCEAN,155488.06
-122.13,37.72,26.0,2862.0,394.0,1030.0,397.0,7.912,NEAR BAY,420917.6
-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,<1H OCEAN,143872.7
-121.87,37.41,24.0,3308.0,548.0,1891.0,544.0,5.6683,<1H OCEAN,236729.3
-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,<1H OCEAN,95358.66
-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,NEAR BAY,332210.88
-121.99,36.99,29.0,3119.0,507.0,1476.0,487.0,5.8123,NEAR OCEAN,348021.25
-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,INLAND,55493.117
-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,INLAND,176070.28
-118.35,33.99,48.0,2741.0,439.0,1115.0,459.0,5.0514,<1H OCEAN,274961.6
-122.04,36.95,36.0,1862.0,364.0,1080.0,364.0,4.4567,NEAR OCEAN,235288.58
-122.01,36.95,52.0,1217.0,325.0,508.0,237.0,2.0547,NEAR OCEAN,240430.78
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,NEAR BAY,137668.94
-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,5.8855,<1H OCEAN,283377.4
-116.93,32.79,19.0,3354.0,,1948.0,682.0,3.0192,<1H OCEAN,147541.67
-117.22,34.12,30.0,2512.0,597.0,1390.0,523.0,2.3725,INLAND,82475.3
-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,INLAND,64595.76
-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,<1H OCEAN,112414.26
-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,2.3381,INLAND,75829.14
-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1.0208,<1H OCEAN,90168.625
-118.26,33.89,36.0,2230.0,417.0,1395.0,381.0,2.8493,<1H OCEAN,149615.53
-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,NEAR OCEAN,316698.34
-118.08,34.12,34.0,2921.0,641.0,1541.0,562.0,3.6827,<1H OCEAN,239604.31
-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,<1H OCEAN,191808.19
-118.2,33.98,43.0,1091.0,320.0,1418.0,316.0,2.1522,<1H OCEAN,108866.09
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,<1H OCEAN,132039.06
-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939,NEAR BAY,433447.2
-117.94,33.62,28.0,1765.0,390.0,832.0,349.0,6.5928,<1H OCEAN,421612.47
-121.48,38.53,43.0,1378.0,280.0,708.0,280.0,2.3542,INLAND,86879.67
-117.32,34.1,27.0,2053.0,461.0,1737.0,463.0,3.1213,INLAND,83214.71
-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,NEAR BAY,285749.12
-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0,<1H OCEAN,202706.73
-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,<1H OCEAN,237266.86
-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607,<1H OCEAN,180079.39
-118.33,34.04,33.0,1806.0,444.0,1161.0,393.0,2.5927,<1H OCEAN,196108.47
-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,INLAND,112339.31
-117.82,33.68,3.0,3068.0,494.0,1357.0,486.0,7.9187,<1H OCEAN,379259.9
-117.94,33.82,29.0,1422.0,409.0,1057.0,390.0,2.3347,<1H OCEAN,176356.5
-122.28,37.86,52.0,938.0,195.0,393.0,189.0,3.8594,NEAR BAY,225615.69
-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875,NEAR OCEAN,356867.5
-122.13,39.0,23.0,3832.0,774.0,2435.0,747.0,2.2754,INLAND,72635.15
-118.44,34.2,28.0,1732.0,435.0,1198.0,417.0,2.9219,<1H OCEAN,200323.27
-119.58,36.77,19.0,3225.0,548.0,1760.0,542.0,4.0227,INLAND,100040.64
-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1.4625,<1H OCEAN,103144.91
-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,INLAND,169857.69
-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,<1H OCEAN,173525.61
-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,INLAND,47170.45
-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168,INLAND,212120.16
-118.18,33.77,36.0,1833.0,688.0,1128.0,620.0,1.1483,NEAR OCEAN,189388.19
-118.32,34.02,51.0,2010.0,460.0,1355.0,433.0,2.0304,<1H OCEAN,116088.87
-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,INLAND,133140.3
-120.39,38.0,33.0,2177.0,404.0,891.0,383.0,3.212,INLAND,125014.555
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,<1H OCEAN,154762.69
-118.22,33.94,42.0,1046.0,287.0,1218.0,289.0,2.6538,<1H OCEAN,106547.414
-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,<1H OCEAN,134788.73
-118.41,34.01,26.0,2503.0,449.0,1218.0,426.0,5.3683,<1H OCEAN,364524.5
-118.12,34.14,25.0,3420.0,977.0,1718.0,947.0,3.1033,<1H OCEAN,240382.9
-122.34,37.57,28.0,3751.0,949.0,1691.0,846.0,3.9728,NEAR OCEAN,376954.06
-122.53,38.32,22.0,3577.0,,1371.0,501.0,5.795,<1H OCEAN,313328.34
-121.62,36.43,20.0,1335.0,290.0,717.0,243.0,4.7891,<1H OCEAN,268432.38
-117.87,33.72,37.0,2216.0,497.0,2445.0,506.0,3.8421,<1H OCEAN,173251.9
-120.69,35.52,26.0,2758.0,571.0,1291.0,522.0,2.925,<1H OCEAN,185169.2
-121.87,37.66,27.0,1569.0,242.0,583.0,214.0,5.7519,INLAND,267232.56
-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6.1785,<1H OCEAN,379896.75
-121.99,37.33,35.0,1802.0,291.0,841.0,315.0,4.8365,<1H OCEAN,272307.56
-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,NEAR OCEAN,310987.47
-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838,INLAND,152602.62
-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,NEAR OCEAN,232562.5
-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,<1H OCEAN,222437.75
-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,<1H OCEAN,222613.34
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,<1H OCEAN,230830.06
-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,NEAR BAY,358577.16
-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,NEAR BAY,127508.32
-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,1.5781,<1H OCEAN,124294.74
-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,NEAR OCEAN,258558.44
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,<1H OCEAN,197326.56
-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,<1H OCEAN,193763.4
-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,<1H OCEAN,326125.8
-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,2.7868,INLAND,122515.67
-118.08,34.14,42.0,2690.0,589.0,1149.0,535.0,3.88,INLAND,301778.9
-122.26,38.16,23.0,2840.0,491.0,1586.0,466.0,4.0337,NEAR BAY,160431.94
-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,<1H OCEAN,147962.75
-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,NEAR BAY,397915.78
-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,INLAND,110506.45
-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,<1H OCEAN,203158.84
-121.37,38.6,36.0,1119.0,144.0,414.0,150.0,5.8336,INLAND,240913.31
-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,<1H OCEAN,366928.56
-122.07,37.66,21.0,5031.0,1168.0,2461.0,1042.0,3.875,NEAR BAY,232273.9
-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,<1H OCEAN,287599.75
-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,<1H OCEAN,276353.66
-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,NEAR BAY,108007.766
-118.34,34.17,49.0,3033.0,580.0,1284.0,561.0,4.1161,<1H OCEAN,302278.06
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,NEAR OCEAN,292006.5
-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,<1H OCEAN,266766.2
-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,<1H OCEAN,232357.06
-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,<1H OCEAN,324802.34
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,NEAR BAY,203645.66
-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,INLAND,74738.75
-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,<1H OCEAN,117542.58
-118.9,34.2,16.0,6510.0,817.0,2304.0,778.0,7.9943,<1H OCEAN,412309.28
-120.86,37.6,25.0,1178.0,206.0,709.0,214.0,4.5625,INLAND,139049.66
-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,INLAND,174158.3
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,<1H OCEAN,219401.36
-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,INLAND,133230.78
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,<1H OCEAN,436795.8
-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,NEAR OCEAN,324227.0
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,INLAND,79748.05
-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001,<1H OCEAN,500835.2
-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,INLAND,152351.42
-120.42,34.94,32.0,2844.0,551.0,1337.0,516.0,2.7188,<1H OCEAN,146736.77
-121.27,38.05,26.0,378.0,75.0,164.0,65.0,3.4107,INLAND,124451.26
-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,<1H OCEAN,243459.83
-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,NEAR BAY,408216.12
-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,NEAR OCEAN,175914.33
-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,NEAR OCEAN,459687.22
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,<1H OCEAN,111320.47
-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,<1H OCEAN,121277.69
-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,INLAND,99099.28
-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,INLAND,420499.9
-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,<1H OCEAN,193880.52
-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392,<1H OCEAN,443389.38
-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,<1H OCEAN,208852.23
-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,<1H OCEAN,250058.8
-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,NEAR BAY,300528.9
-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,<1H OCEAN,207158.12
-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,<1H OCEAN,151788.83
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,INLAND,114422.83
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,<1H OCEAN,312331.84
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,INLAND,62270.215
-117.12,32.59,28.0,2793.0,706.0,1825.0,676.0,2.6724,NEAR OCEAN,135491.67
-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,NEAR BAY,462616.34
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,INLAND,158031.27
-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,9.9025,NEAR BAY,512471.12
-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,INLAND,109440.805
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,INLAND,140497.94
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,INLAND,79014.93
-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,NEAR OCEAN,128826.2
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,<1H OCEAN,124276.15
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,INLAND,63204.688
-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,NEAR OCEAN,263637.97
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,<1H OCEAN,149387.47
-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558,<1H OCEAN,289409.66
-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,<1H OCEAN,157607.98
-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,INLAND,140471.58
-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2.4659,NEAR BAY,116632.98
-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,NEAR BAY,232151.36
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,NEAR OCEAN,228165.73
-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,NEAR BAY,368992.06
-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,<1H OCEAN,191514.19
-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,INLAND,140413.81
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,<1H OCEAN,495329.75
-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,<1H OCEAN,283539.28
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,<1H OCEAN,239231.1
-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,<1H OCEAN,317652.97
-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,INLAND,204346.81
-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,<1H OCEAN,284860.88
-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,INLAND,66219.25
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,<1H OCEAN,183672.77
-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,INLAND,105199.97
-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,INLAND,45813.03
-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,INLAND,82937.75
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,NEAR OCEAN,370174.47
-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,<1H OCEAN,143295.56
-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,INLAND,57708.293
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,NEAR BAY,163054.0
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,INLAND,87335.97
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,INLAND,137494.5
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,<1H OCEAN,297774.84
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,NEAR BAY,526911.0
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,<1H OCEAN,215732.94
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,<1H OCEAN,186649.28
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,<1H OCEAN,130240.7
-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,INLAND,114051.64
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,<1H OCEAN,318702.56
-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,<1H OCEAN,168750.33
-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,<1H OCEAN,347387.22
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,<1H OCEAN,175508.12
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,NEAR OCEAN,216234.06
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,NEAR OCEAN,283230.16
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,<1H OCEAN,429837.47
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,<1H OCEAN,227284.8
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,INLAND,118420.25
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,INLAND,94474.09
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,<1H OCEAN,206549.64
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,NEAR OCEAN,482447.6
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,NEAR BAY,211506.84
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,INLAND,97710.266
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,<1H OCEAN,324492.97
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,NEAR BAY,196016.75
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,INLAND,250807.16
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,INLAND,161651.44
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,NEAR OCEAN,329612.78
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,<1H OCEAN,215524.83
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,<1H OCEAN,131338.45
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,<1H OCEAN,286488.2
-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,<1H OCEAN,321286.94
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,NEAR OCEAN,483116.38
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,NEAR BAY,143395.14
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,<1H OCEAN,301627.47
-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,INLAND,71455.87
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,<1H OCEAN,269987.75
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,NEAR BAY,209579.38
-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,<1H OCEAN,213287.03
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,<1H OCEAN,187234.28
-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,NEAR OCEAN,300675.88
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,INLAND,147720.06
-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,<1H OCEAN,197087.98
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,INLAND,159920.02
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,<1H OCEAN,208730.02
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,<1H OCEAN,290247.5
-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,NEAR BAY,329728.62
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,<1H OCEAN,248695.02
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,<1H OCEAN,145978.55
-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,<1H OCEAN,209276.92
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,<1H OCEAN,191485.31
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,INLAND,255857.45
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,<1H OCEAN,333805.2
-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,<1H OCEAN,203836.6
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,NEAR OCEAN,282010.66
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,INLAND,169218.75
-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,<1H OCEAN,189225.31
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,INLAND,155714.8
-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,<1H OCEAN,225239.78
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,<1H OCEAN,427126.7
-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,INLAND,110014.07
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,INLAND,72509.18
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,INLAND,88079.32
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,INLAND,81873.984
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,NEAR BAY,352501.53
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,<1H OCEAN,188855.33
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,<1H OCEAN,151492.86
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,<1H OCEAN,176924.16
-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,<1H OCEAN,231628.36
-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,<1H OCEAN,231376.45
